age,decile1,decile3,fam_inc,lsat,ugpa,gender.female,race1.asian,race1.black,race1.hisp,race1.other,cluster.1,cluster.2,cluster.3,cluster.4,cluster.5,fulltime.1,has.passed.bar.exam
62,6,7,4,31,3.3,0,0,0,0,0,0,1,0,0,0,1,1
62,4,5,3,42,3.2,0,0,0,0,0,1,0,0,0,0,1,1
59,9,8,3,43,2.8,0,0,0,0,0,0,0,1,0,0,1,1
46,10,9,3,37,3.8,0,0,0,0,0,0,1,0,0,0,0,1
65,5,4,4,42,2.9,0,0,0,0,0,1,0,0,0,0,1,1
62,4,7,3,33,3.3,0,0,0,0,0,0,1,0,0,0,1,1
60,7,4,4,40,3.1,0,0,0,0,0,1,0,0,0,0,1,1
61,3,2,3,35,3,1,0,0,1,0,0,0,0,1,0,0,1
62,6,5,4,38,3.4,1,0,0,1,0,0,0,0,1,0,1,1
46,8,9,2,32,3.9,1,0,0,0,1,0,0,1,0,0,1,1
62,5,5,4,36,3.5,0,0,0,0,0,1,0,0,0,0,1,1
62,4,6,4,47,3.9,1,0,0,0,0,0,0,0,1,0,1,1
61,8,8,3,41,2.5,0,0,0,0,0,1,0,0,0,0,1,1
52,2,1,3,35,2.8,0,0,0,0,0,0,0,1,0,0,1,0
58,1,1,3,28.5,2.4,0,0,1,0,0,0,0,0,1,0,1,0
60,4,5,4,35,4,1,0,0,0,0,0,0,0,1,0,1,1
62,4,1,4,33,2.9,0,0,0,0,0,0,0,1,0,0,1,0
60,4,5,4,31.5,2.9,0,0,0,0,0,0,1,0,0,0,1,1
62,7,8,3,29.5,3.2,1,0,0,0,0,0,0,1,0,0,1,1
60,8,5,3,37,2.9,0,0,0,0,0,0,0,0,1,0,1,1
61,6,4,4,37,3.8,0,0,0,0,0,1,0,0,0,0,1,1
62,6,7,4,32,3.2,0,0,0,1,0,0,0,0,1,0,1,1
51,10,9,3,37,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,9,9,2,37.5,3.8,0,0,0,0,0,0,0,1,0,0,1,1
50,1,2,3,31,2.6,0,0,1,0,0,0,0,0,1,0,0,0
49,8,7,3,38,3.6,1,0,0,0,0,1,0,0,0,0,0,1
62,6,4,3,34,2.9,1,0,0,0,0,0,0,0,1,0,1,0
56,5,6,1,39,3.4,1,0,0,0,0,0,0,0,1,0,0,1
59,2,5,3,40,3.7,0,0,0,1,0,0,0,0,1,0,1,1
59,7,8,4,32,3.2,0,0,0,0,0,0,0,1,0,0,0,1
55,8,7,3,42,3.6,0,0,0,0,0,0,0,0,0,1,1,1
43,9,6,3,31,3.7,1,0,0,0,0,0,0,1,0,0,1,1
58,7,6,4,41,2.6,1,0,0,0,0,0,0,1,0,0,1,1
60,5,3,3,32,3.3,0,0,0,0,0,0,1,0,0,0,1,1
61,6,5,3,40,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,10,9,4,32,3.6,0,0,0,0,0,1,0,0,0,0,1,1
61,3,4,3,42,3.5,1,0,0,0,0,1,0,0,0,0,1,1
62,3,4,4,39,3.4,1,0,0,1,0,0,0,0,1,0,1,1
62,8,8,3,38,3.6,0,0,0,0,0,1,0,0,0,0,1,1
56,7,7,4,39,2.9,0,0,0,0,0,0,0,1,0,0,1,1
61,8,8,4,39,3.3,1,0,0,0,0,0,0,1,0,0,1,1
49,6,9,4,34,3.5,1,0,0,0,0,0,0,1,0,0,0,1
63,8,8,3,39,3.9,1,0,0,0,0,0,0,1,0,0,1,1
59,4,8,3,40,3.8,0,0,0,0,0,0,0,0,1,0,1,1
62,8,8,4,40,3.3,1,0,0,0,0,0,0,0,0,1,1,1
60,9,8,3,33,3.1,0,0,0,0,0,0,1,0,0,0,1,1
51,9,10,2,32,3.8,0,0,0,0,0,0,0,0,1,0,1,1
59,9,9,4,48,3.9,0,0,0,0,0,0,0,0,1,0,1,1
61,2,3,3,33,3,0,0,0,0,0,0,1,0,0,0,1,1
61,10,10,4,36,4,1,0,0,0,0,0,1,0,0,0,1,1
56,5,2,3,44,2.6,0,0,0,0,0,0,1,0,0,0,1,0
48,1,1,4,35,3.2,0,0,0,0,0,1,0,0,0,0,1,1
49,10,10,3,38,3.7,0,0,0,0,0,0,0,1,0,0,1,1
61,7,7,4,33.5,3.4,0,0,0,0,0,0,0,1,0,0,1,1
61,10,10,4,40,3.1,0,0,0,0,0,1,0,0,0,0,1,1
61,3,4,4,40,3.6,0,0,0,0,0,1,0,0,0,0,1,1
59,5,4,3,40,3.1,1,0,0,0,0,1,0,0,0,0,1,1
57,6,8,3,38,2.9,0,0,0,0,0,1,0,0,0,0,1,1
62,6,6,2,37,3.4,1,0,0,0,0,0,0,1,0,0,1,1
31,4,3,1,36,3.3,0,0,0,0,0,0,0,1,0,0,1,1
60,5,5,3,20.3,2.4,0,0,1,0,0,0,0,0,0,0,1,0
62,10,10,4,40,2.7,1,0,0,0,0,0,0,1,0,0,1,1
60,9,9,3,38,3.1,0,0,0,0,0,0,0,1,0,0,1,1
59,4,3,5,33,3.3,0,0,0,0,0,0,0,1,0,0,1,1
61,5,4,4,37,3.5,1,0,0,0,0,0,0,0,1,0,1,1
62,7,9,3,38,3.1,0,0,0,0,0,0,0,1,0,0,1,1
55,10,10,5,37,3.4,1,0,0,0,0,0,0,0,1,0,1,1
62,8,7,4,42,3.8,1,0,0,1,0,0,0,0,0,1,1,1
62,3,5,3,42,3.7,1,0,1,0,0,0,0,0,1,0,1,1
64,8,8,4,33,2.7,1,0,0,0,0,1,0,0,0,0,1,1
58,5,4,5,42,2.8,0,0,0,0,0,0,0,1,0,0,1,1
60,8,8,5,34,2.9,0,0,0,0,0,0,0,0,1,0,1,1
62,9,9,4,34,3.4,1,0,0,0,0,0,0,1,0,0,1,1
58,7,7,3,39,3.1,0,0,0,0,0,0,0,1,0,0,1,1
59,10,10,2,31,3.7,0,0,0,0,0,1,0,0,0,0,0,1
61,9,10,4,36,3,0,0,0,0,0,0,0,0,1,0,0,1
53,4,4,3,46,3.2,0,0,0,0,0,0,0,0,0,1,1,1
63,9,8,2,29,3.5,1,0,0,0,0,0,0,1,0,0,1,1
61,4,2,4,41,2.7,0,0,0,0,0,0,0,0,1,0,1,0
62,5,7,4,41,3.4,1,0,0,1,0,1,0,0,0,0,1,1
62,9,9,5,40,3.8,0,0,0,0,0,0,0,1,0,0,1,1
63,4,4,5,40,3.7,0,0,0,0,0,1,0,0,0,0,1,1
59,8,8,4,40,3.6,0,0,0,0,0,1,0,0,0,0,1,1
61,9,9,4,47,3.4,0,0,0,0,0,0,0,0,0,1,1,1
55,9,10,3,40,3.5,1,0,0,0,0,1,0,0,0,0,1,1
60,9,9,4,44,3.6,0,0,0,0,0,0,0,0,1,0,1,1
60,10,8,3,35,3.6,0,0,0,0,0,0,0,1,0,0,1,1
62,8,7,5,42,3.2,1,0,0,0,0,0,0,0,0,1,1,1
59,2,1,3,33.5,2.7,0,0,0,0,0,0,0,1,0,0,0,1
62,3,3,2,30,3.8,0,0,1,0,0,1,0,0,0,0,1,1
59,9,9,4,38,3.2,0,0,0,0,0,1,0,0,0,0,1,1
58,8,8,3,43,3.5,0,0,0,0,0,0,0,0,1,0,1,1
63,4,4,3,46,3.8,1,0,0,0,0,0,0,0,0,1,1,1
62,2,2,4,47,3.5,0,0,0,0,0,0,0,0,0,1,1,1
45,8,8,3,37,3.6,1,0,0,0,0,1,0,0,0,0,1,1
61,6,6,3,38,2.7,0,0,0,0,1,0,0,0,1,0,1,1
58,6,5,4,42,3.1,1,0,0,0,0,0,0,0,1,0,1,1
59,8,9,5,34,3.3,1,0,0,0,0,0,0,1,0,0,1,1
61,10,10,4,43,3.2,0,0,0,0,0,0,0,0,1,0,1,1
62,9,9,3,39,3.3,0,0,0,0,0,0,0,0,1,0,1,1
61,4,4,3,38,3.3,1,0,0,0,0,0,0,1,0,0,1,1
61,10,10,4,41,2.7,0,0,0,0,0,0,0,1,0,0,1,1
62,5,8,4,35,3.7,1,0,0,0,0,0,1,0,0,0,1,1
58,5,3,2,33,3.2,0,0,0,0,0,0,0,1,0,0,1,1
62,7,6,4,33,3.2,0,0,0,0,0,0,0,1,0,0,1,1
60,2,2,2,12,2.9,1,0,0,1,0,0,0,1,0,0,1,0
63,6,6,5,41,3.2,1,0,0,0,0,0,0,0,1,0,1,1
59,4,4,3,41,3.5,1,0,0,0,0,1,0,0,0,0,1,1
61,1,2,4,35,3.4,1,0,0,0,0,0,1,0,0,0,1,0
62,3,2,3,39,3.1,0,0,0,0,0,1,0,0,0,0,1,0
62,9,9,4,43,3,0,0,0,0,0,1,0,0,0,0,1,1
58,8,7,2,40,4,1,0,0,0,0,1,0,0,0,0,1,1
66,4,4,3,31,3.6,0,0,0,0,0,0,0,1,0,0,1,1
59,7,8,4,40,3,0,0,0,0,0,1,0,0,0,0,1,1
61,10,10,4,42,3.8,0,0,0,0,0,0,0,0,1,0,1,1
59,6,5,4,34,2.7,0,0,0,0,0,0,0,1,0,0,1,1
68,3,2,3,26.5,3.4,1,0,0,0,0,0,0,1,0,0,1,0
62,4,6,3,44,3.8,0,0,0,0,0,0,0,0,1,0,1,1
64,2,3,3,28,3.8,1,0,0,0,0,0,0,1,0,0,1,1
63,3,3,3,35,2.6,0,0,0,0,0,0,0,1,0,0,1,1
62,7,6,3,34,2.8,1,0,0,0,0,0,0,1,0,0,1,1
50,8,8,3,40,3.3,0,0,0,0,0,0,0,1,0,0,0,1
56,2,2,3,31,2.6,0,0,0,0,1,1,0,0,0,0,1,1
61,9,8,3,36,3.2,1,0,0,1,0,1,0,0,0,0,1,1
58,7,6,3,34,3,0,0,0,0,0,1,0,0,0,0,1,1
40,7,8,4,38,3.9,1,0,0,0,0,0,0,1,0,0,1,1
62,9,9,4,31,3.7,0,0,0,0,0,0,0,1,0,0,1,1
58,3,5,4,42,2.7,0,0,0,0,0,0,0,1,0,0,1,1
62,2,1,3,38,3.6,1,0,0,0,0,0,0,1,0,0,1,1
61,6,6,4,31,3.3,0,0,0,0,0,0,0,1,0,0,1,1
60,6,4,4,43,3,0,0,0,0,0,0,0,1,0,0,1,1
56,1,2,4,31.5,2.9,0,0,0,0,0,0,1,0,0,0,1,1
62,4,7,5,41,3.4,0,0,0,0,0,1,0,0,0,0,1,1
46,5,5,4,35,2.5,1,0,0,0,0,0,0,1,0,0,1,0
58,9,8,3,36.5,3.2,0,0,0,0,0,0,0,1,0,0,1,1
64,3,3,3,40,2.4,0,0,0,0,0,0,0,1,0,0,1,0
62,5,2,5,36,3.5,0,0,0,0,0,0,0,0,1,0,1,1
62,1,2,4,33,3,0,0,0,0,0,1,0,0,0,0,1,1
45,10,10,2,37,3.5,0,0,0,0,0,0,0,0,1,0,1,1
58,10,8,3,34,2.5,0,0,0,0,0,0,0,0,0,0,1,1
62,4,3,3,31,3.2,1,0,0,0,0,0,1,0,0,0,1,0
50,3,3,5,32,2.7,1,0,0,0,0,0,0,1,0,0,1,1
59,10,10,4,40,3.3,0,0,0,0,0,0,0,0,1,0,1,1
62,4,8,3,38,3.6,1,0,0,0,0,0,0,1,0,0,1,1
67,5,5,3,46,3.8,1,0,0,0,0,0,0,0,0,1,1,1
62,2,3,3,39,3.3,0,0,0,0,0,1,0,0,0,0,1,1
62,3,3,4,31,3.6,1,0,0,1,0,1,0,0,0,0,1,0
62,6,4,2,23,2.3,0,0,1,0,0,0,0,0,0,0,1,0
62,5,7,4,29,3.5,0,0,0,0,0,0,1,0,0,0,1,1
60,4,1,3,35,2.7,0,0,0,0,0,0,0,1,0,0,1,0
62,8,9,4,42,3.6,1,0,0,0,0,1,0,0,0,0,1,1
59,6,7,4,43,3.5,0,0,0,0,0,1,0,0,0,0,1,1
62,5,6,4,46,3.6,1,0,0,0,0,0,0,0,0,1,1,1
59,2,2,4,23,2.5,1,0,1,0,0,0,1,0,0,0,1,0
59,10,10,3,41,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,2,1,3,35,2.9,0,0,0,0,0,0,0,0,1,0,1,0
62,4,6,4,35,3.1,0,0,0,0,0,1,0,0,0,0,1,1
59,3,2,4,27.7,2,0,0,0,0,0,0,0,1,0,0,1,1
60,1,1,3,33.5,3.7,1,0,0,0,0,0,1,0,0,0,1,1
62,5,3,3,35,3.2,1,0,0,0,0,0,0,1,0,0,1,1
58,3,3,4,44,3.3,0,0,0,0,0,1,0,0,0,0,1,1
62,3,4,4,45,3.9,1,0,0,0,0,0,0,0,1,0,1,1
61,8,9,4,38,3.1,1,0,0,0,0,0,0,1,0,0,1,1
61,1,2,4,46,3.8,0,0,0,0,0,0,0,0,0,1,1,1
60,9,10,5,47,2.8,0,0,0,0,0,0,0,0,1,0,1,1
61,7,8,2,36,3.4,0,0,0,0,0,0,1,0,0,0,1,1
59,4,3,2,44,2.7,0,0,0,0,1,1,0,0,0,0,1,1
61,9,9,4,41,3.2,0,0,0,0,0,0,0,0,1,0,0,1
57,9,8,5,39,3.6,0,0,0,0,0,0,1,0,0,0,0,1
62,3,2,4,43,3.1,0,0,0,0,0,1,0,0,0,0,1,0
62,8,9,4,31,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,2,4,3,23.5,2.8,0,0,0,0,0,0,0,1,0,0,1,1
53,5,2,4,37,3.4,1,0,0,0,0,0,0,1,0,0,1,1
62,10,9,4,39,3.1,0,0,0,0,0,0,0,1,0,0,0,1
44,3,2,3,36,3.7,1,0,0,0,0,1,0,0,0,0,1,1
60,2,2,4,36,2.7,1,0,0,0,0,0,0,1,0,0,1,1
62,4,3,4,42.5,3.7,0,0,0,0,0,1,0,0,0,0,1,1
62,7,6,4,38,3.7,0,0,0,0,1,1,0,0,0,0,1,1
65,2,2,3,25,2.4,0,0,1,0,0,0,0,0,0,0,1,1
63,7,5,3,26,2.5,1,0,1,0,0,0,0,0,0,0,1,1
57,9,9,3,37,3.7,0,0,0,0,0,1,0,0,0,0,1,1
58,6,3,4,32,3,1,0,0,0,0,1,0,0,0,0,0,1
61,4,2,3,35,2.6,0,0,0,0,0,0,1,0,0,0,1,1
56,3,2,4,37,2.8,0,0,0,0,0,0,1,0,0,0,1,0
62,5,6,4,40,3.9,0,0,0,0,0,1,0,0,0,0,1,1
58,6,6,5,37,3.3,1,0,0,0,0,0,0,1,0,0,1,1
55,3,2,3,36,3,0,0,0,0,0,1,0,0,0,0,1,1
60,5,6,4,31.5,2.4,0,0,0,0,0,0,0,0,0,0,1,0
60,5,2,4,32,3.6,1,0,0,1,0,0,0,1,0,0,1,1
62,7,7,3,41,3.8,0,0,0,0,0,1,0,0,0,0,1,1
48,9,10,4,33,2.7,0,0,0,0,0,0,0,1,0,0,0,1
58,8,8,3,32,3.3,0,0,0,0,0,0,1,0,0,0,1,1
65,7,8,4,45,2.9,0,0,0,0,0,1,0,0,0,0,1,1
52,5,7,1,30,3.8,0,0,0,0,0,0,0,0,1,0,1,0
58,5,6,3,33,3.2,1,0,1,0,0,1,0,0,0,0,1,1
61,4,7,4,38,3.1,1,0,0,0,0,0,0,1,0,0,1,1
67,10,8,4,46,3.8,0,0,0,0,0,0,0,1,0,0,1,1
67,1,1,3,21,2.8,1,0,1,0,0,0,0,1,0,0,1,1
61,8,7,4,41,3.4,1,0,0,0,0,0,0,0,0,1,1,1
59,10,10,3,41,3.8,1,0,0,0,0,1,0,0,0,0,1,1
61,5,6,4,41,3.5,0,0,0,0,0,1,0,0,0,0,1,1
54,9,8,4,43,2.1,0,0,0,0,0,0,0,1,0,0,1,1
65,8,8,4,35.5,3.9,0,1,0,0,0,0,0,0,0,1,1,1
46,9,6,2,42,3.2,0,0,0,0,0,0,0,1,0,0,1,1
60,2,2,3,28,2.5,1,1,0,0,0,0,1,0,0,0,1,0
62,3,2,5,33,3.3,1,0,0,0,0,0,1,0,0,0,1,0
61,10,9,4,48,3.5,0,0,0,0,0,0,0,0,1,0,1,1
62,9,2,4,39,3.6,0,1,0,0,0,0,0,0,0,1,1,1
58,7,7,4,36.5,3.3,0,0,0,0,0,1,0,0,0,0,1,1
56,2,2,4,36,2.9,1,0,1,0,0,1,0,0,0,0,1,1
61,2,1,4,32,2.6,1,0,1,0,0,0,0,0,0,1,1,0
62,4,5,3,37,3.3,1,0,0,0,0,0,0,1,0,0,1,1
64,4,3,4,34,2.6,0,0,0,0,0,0,0,1,0,0,0,1
62,7,7,3,39,3.5,1,0,0,0,0,1,0,0,0,0,1,1
61,1,1,4,24,3.1,1,0,1,0,0,0,0,1,0,0,1,0
62,4,2,4,34,3.3,0,0,0,0,0,0,0,0,1,0,1,0
63,3,2,3,33,3.2,0,0,0,0,0,0,0,0,1,0,1,1
62,8,8,4,34,2.7,0,0,0,0,0,0,0,1,0,0,1,1
63,2,2,3,30.5,3.4,1,0,0,0,0,0,0,0,1,0,1,0
51,10,10,4,44,3.7,0,0,0,0,0,0,0,0,1,0,1,1
44,1,3,3,36,2.9,0,0,0,0,0,0,0,0,1,0,0,0
61,3,5,4,32,3.3,0,0,0,0,0,0,0,1,0,0,1,1
62,7,4,3,32,3.7,1,0,0,0,0,1,0,0,0,0,1,0
49,5,6,3,36,3.9,0,0,0,0,0,0,0,0,0,1,1,1
60,6,7,4,42,3.3,1,0,0,0,0,0,0,1,0,0,1,1
60,2,2,4,45,3.7,1,0,0,0,0,0,0,0,0,1,1,1
62,9,8,3,30.5,3.1,0,0,0,0,0,0,0,1,0,0,1,1
60,6,6,4,25.3,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,2,1,3,37,3.3,0,0,0,0,0,1,0,0,0,0,1,1
62,2,2,3,34,3.2,1,0,0,0,0,0,1,0,0,0,1,0
56,7,7,3,39,3.5,1,0,0,0,0,0,0,1,0,0,0,1
65,8,10,4,35,3.5,1,0,0,0,0,1,0,0,0,0,1,1
62,3,3,4,37.5,3.1,1,0,0,1,0,0,0,1,0,0,1,1
62,3,2,2,40,3.3,1,0,1,0,0,0,0,0,1,0,1,1
62,9,9,5,34,3.5,1,0,0,0,0,0,0,1,0,0,1,1
59,9,8,3,40,2.8,0,0,0,0,0,0,0,1,0,0,1,1
61,9,9,3,36,3.9,1,0,0,0,0,0,0,1,0,0,1,1
61,1,1,3,34,2.8,1,0,1,0,0,0,0,1,0,0,1,0
56,9,8,3,31.5,3.3,1,1,0,0,0,0,0,1,0,0,0,1
60,9,9,3,44,3.8,1,0,0,0,0,1,0,0,0,0,1,1
60,5,3,4,44,3.2,0,0,0,0,0,0,0,1,0,0,1,1
62,9,9,4,38,3.7,1,0,0,0,0,0,0,1,0,0,1,1
62,1,2,3,41,2.9,0,1,0,0,0,0,0,1,0,0,1,1
61,6,7,4,33,2.8,0,0,0,0,0,0,1,0,0,0,1,1
57,3,3,4,30,2.8,0,0,0,0,0,0,1,0,0,0,0,0
53,1,1,3,36,3.2,1,0,0,0,0,0,0,1,0,0,1,1
56,5,4,3,34,3.2,0,0,0,0,0,0,0,1,0,0,1,1
57,6,5,3,45,3.8,0,0,0,0,0,0,0,0,0,1,1,1
57,4,2,3,29.5,2.8,1,0,1,0,0,0,0,1,0,0,0,1
53,5,6,4,29.5,3.5,0,0,0,0,0,0,0,1,0,0,1,1
63,5,1,2,26.5,3.4,0,0,0,1,0,0,0,1,0,0,1,0
66,1,1,3,27,2.8,1,0,0,1,0,1,0,0,0,0,1,0
49,10,10,5,32,3.6,1,0,0,0,0,1,0,0,0,0,1,1
57,10,9,3,32.5,3,1,0,0,0,0,0,0,1,0,0,1,1
62,1,1,2,45,3.9,0,0,0,1,0,0,0,0,1,0,1,1
66,6,7,5,34,2.7,0,0,0,1,0,0,0,0,0,1,1,1
60,10,8,4,30.7,3,0,0,0,0,0,0,0,1,0,0,1,1
63,7,7,4,42,3.8,0,0,0,0,0,1,0,0,0,0,1,1
62,3,7,4,43,3.4,1,0,0,0,0,0,0,0,0,1,1,1
51,9,6,4,38,2.6,0,0,0,0,0,0,0,0,1,0,0,1
67,7,8,4,43,3.7,1,0,0,0,0,1,0,0,0,0,1,1
62,1,1,5,38,2.8,0,0,0,0,0,0,0,1,0,0,1,0
59,5,6,2,41,3,0,0,0,0,0,0,0,1,0,0,1,1
44,6,9,3,36,2.9,0,0,0,0,0,1,0,0,0,0,1,1
62,10,10,4,41,3.3,0,0,0,0,0,0,0,0,1,0,1,1
61,3,1,2,36,3.7,1,0,0,0,0,1,0,0,0,0,0,1
66,7,9,3,34,3.1,1,0,0,0,0,0,0,1,0,0,1,1
56,4,3,4,35,2.7,0,1,0,0,0,0,0,0,1,0,1,1
61,7,5,5,40,3.5,0,0,0,0,0,0,0,1,0,0,1,1
67,6,4,3,41,3.9,1,0,0,0,0,0,0,0,0,1,1,1
60,4,2,3,37,2.9,0,0,0,1,0,0,0,0,1,0,1,1
59,10,10,4,34,3.1,0,0,0,0,0,0,0,1,0,0,0,1
61,3,3,4,46,3.8,1,0,0,0,0,0,0,0,1,0,1,1
58,10,10,3,37,2.8,0,0,0,0,0,0,0,1,0,0,1,1
62,2,2,4,35,3.2,1,0,0,0,0,0,0,1,0,0,1,1
61,5,5,4,47,3.6,0,0,0,0,0,0,0,0,1,0,1,1
57,3,7,3,29,3.4,1,0,0,0,0,1,0,0,0,0,1,1
59,5,9,4,28,2.7,1,0,1,0,0,0,0,0,0,0,1,1
58,7,7,5,45,3.3,0,0,0,0,0,0,0,0,1,0,1,1
61,7,7,3,37,3.8,0,0,0,0,0,1,0,0,0,0,1,1
60,8,6,3,32,3.4,1,0,0,0,0,0,0,0,1,0,0,0
62,2,1,4,26,2.7,1,0,0,1,0,0,0,1,0,0,1,0
62,3,3,2,29,2.6,0,0,1,0,0,0,0,0,0,0,1,1
57,6,7,4,43,2.9,0,0,0,0,0,0,0,0,1,0,1,1
61,7,8,3,44,3.3,0,0,0,0,0,1,0,0,0,0,1,1
62,4,3,3,27,3.7,1,0,0,0,1,0,0,1,0,0,1,1
62,9,9,4,38,3.4,0,0,0,0,0,0,0,0,0,1,1,1
55,2,5,4,31,3.2,1,0,0,0,0,0,1,0,0,0,1,0
59,9,9,3,32,3.4,1,0,0,0,0,0,0,1,0,0,1,1
49,9,7,3,43,2.8,1,0,0,0,0,0,0,1,0,0,1,1
54,10,8,2,35,3.1,0,0,0,0,0,0,1,0,0,0,0,1
60,6,5,4,42,2.5,1,0,0,0,0,1,0,0,0,0,1,1
57,10,9,3,39,2.5,1,0,0,0,0,0,0,1,0,0,1,1
55,1,2,3,29,2.5,1,0,0,0,0,0,1,0,0,0,1,0
61,1,1,3,27,2.5,1,0,1,0,0,0,0,1,0,0,1,0
60,3,1,3,41,3.1,0,0,0,0,0,0,0,0,1,0,1,1
60,6,7,4,45,2.9,0,0,0,0,0,0,0,0,1,0,1,1
60,5,2,3,33.5,3.7,0,0,0,0,0,1,0,0,0,0,1,1
65,5,3,3,37,3.4,0,0,0,1,0,0,0,0,0,1,1,1
63,3,1,3,46,3.8,1,0,0,0,0,0,0,0,0,1,1,1
62,6,5,3,37,3,0,0,0,0,0,0,0,1,0,0,1,1
62,2,2,4,25.5,3,1,0,0,0,1,0,0,1,0,0,1,1
62,6,9,4,30,2.9,0,0,0,0,0,0,1,0,0,0,1,0
59,4,5,4,35,3.6,1,0,0,0,0,1,0,0,0,0,1,1
58,6,6,5,41,2.9,0,0,0,0,0,0,0,0,1,0,1,1
62,6,8,4,36,3.6,1,0,0,0,0,1,0,0,0,0,1,1
56,4,5,4,38,2.7,0,0,0,0,0,0,0,0,0,0,1,0
56,8,9,4,37,3,0,0,0,0,0,0,0,0,0,0,1,1
60,4,2,3,39,2.4,1,0,0,0,0,0,0,1,0,0,1,1
62,8,9,4,37,3.2,0,0,0,0,0,0,0,1,0,0,1,1
62,6,7,3,33,3.7,0,0,0,0,0,0,0,1,0,0,1,1
62,3,4,4,45,2.8,0,0,0,0,0,0,0,0,1,0,1,1
62,7,6,4,40,4,1,0,0,0,0,1,0,0,0,0,1,1
47,9,9,2,31,3.1,1,0,0,0,0,0,1,0,0,0,1,1
58,3,3,3,38,2.8,1,0,0,0,0,0,0,1,0,0,1,1
52,7,7,3,39,3.8,1,0,0,0,0,1,0,0,0,0,1,1
62,10,9,4,38,3.6,1,0,0,0,0,0,0,1,0,0,1,1
63,2,10,3,35,3,1,0,0,0,1,0,1,0,0,0,1,1
61,5,7,5,33,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,10,10,4,40.5,3.3,0,0,0,0,0,1,0,0,0,0,1,1
66,6,6,3,34,2.8,1,1,0,0,0,0,0,0,1,0,1,1
61,7,4,4,35,3,0,0,0,0,0,0,0,1,0,0,1,1
61,9,10,3,41,3.3,0,0,0,0,0,1,0,0,0,0,1,1
54,6,4,3,33.5,3.7,1,0,0,0,0,0,0,0,1,0,1,0
62,9,6,4,35,3.5,1,0,0,0,0,0,0,0,0,1,1,1
61,10,9,4,33,3.3,1,0,0,0,0,0,0,1,0,0,1,1
55,4,3,2,31.5,2.2,0,0,1,0,0,1,0,0,0,0,1,0
60,10,9,3,24.5,2.6,1,0,1,0,0,0,0,1,0,0,1,1
62,7,8,4,35,3.7,1,1,0,0,0,0,0,1,0,0,1,1
61,2,4,4,33,3.4,1,0,0,0,0,0,0,0,1,0,1,1
59,9,10,4,28,3.2,1,0,0,0,0,0,0,0,0,0,1,1
46,1,1,1,25,2.3,0,0,1,0,0,1,0,0,0,0,1,1
43,4,5,4,38,2.4,1,0,0,0,0,0,0,1,0,0,0,0
51,8,6,3,30,3.6,0,0,0,0,0,0,0,1,0,0,1,1
44,8,7,3,38,3.5,1,0,0,0,0,0,0,0,1,0,1,0
60,6,7,3,34,3.5,0,0,0,0,0,0,1,0,0,0,1,1
50,9,9,3,29,3.6,1,0,0,0,0,0,1,0,0,0,1,1
59,6,4,5,42,2.9,0,0,0,0,0,1,0,0,0,0,1,1
44,8,10,4,31.5,3.1,1,0,0,0,0,0,0,1,0,0,0,1
47,8,7,5,42,2.7,0,0,0,0,0,1,0,0,0,0,1,1
67,10,10,2,38,4,1,1,0,0,0,0,0,0,0,1,1,1
62,6,4,3,33,3,1,0,0,0,0,0,0,1,0,0,1,1
61,1,2,3,33,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,7,8,4,41,4,0,0,0,0,0,0,0,0,0,1,1,1
62,9,9,5,43,3.4,0,0,0,0,0,1,0,0,0,0,1,1
62,1,1,3,28,3.1,1,0,1,0,0,1,0,0,0,0,1,1
62,9,9,2,35,4,0,0,0,0,0,1,0,0,0,0,1,1
59,2,4,3,29,2.9,0,0,1,0,0,0,0,1,0,0,0,1
57,2,1,4,29.5,3.1,0,0,0,0,0,0,1,0,0,0,1,1
57,5,5,4,33,3.5,1,0,0,0,0,1,0,0,0,0,0,1
60,8,8,4,36,3.4,0,0,0,0,0,0,0,0,0,1,1,1
61,10,10,3,40,4,0,0,0,0,0,1,0,0,0,0,1,1
58,7,7,4,35,2.8,0,0,0,0,0,0,1,0,0,0,1,1
62,9,9,3,35,3.6,0,0,0,0,0,0,0,1,0,0,1,1
61,5,3,3,37,3,0,0,0,0,0,1,0,0,0,0,1,1
60,7,9,4,30,3.2,1,0,0,0,0,0,0,1,0,0,1,1
65,3,7,2,39,3.1,1,0,0,0,0,0,0,1,0,0,1,1
58,10,9,3,31.5,3.1,1,0,0,0,0,0,0,1,0,0,0,1
61,5,4,5,32,2.7,0,0,0,0,0,0,0,1,0,0,1,0
62,10,10,3,42,3.5,1,0,0,0,0,1,0,0,0,0,1,1
65,6,5,4,41,2.7,0,0,0,1,0,1,0,0,0,0,1,1
62,3,3,4,44,3.4,0,0,0,0,0,0,0,0,1,0,1,1
59,9,8,3,35,3.1,1,0,0,0,0,0,0,1,0,0,1,1
62,3,4,4,37,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,9,10,4,31,3.5,0,0,0,0,0,0,0,1,0,0,1,1
